"method","feature_set","criterion_label","emission_decile","n","observed_sum","predicted_sum","reserve_error","observed_mean","predicted_mean"
"L1","target_lags","ReserveTW4",10,739,6018.6526,5501.44370494628,-0.0859343327198723,8.1443201623816,7.44444344377034
"PMM","input_lags","MSE",1,738,825.00242,682.20529524408,-0.173086916224948,1.11788945799458,0.924397419029921
"PMM","input_lags","MSE",2,738,1155.7488,744.339758626688,-0.355967526311351,1.56605528455285,1.00859045884375
"PMM","input_lags","MSE",3,738,1331.9249,839.380420848497,-0.369798987278863,1.80477628726287,1.13737184396815
"PMM","input_lags","MSE",4,739,1493.2063,943.364429305848,-0.368229005392055,2.02057686062246,1.27654185291725
"PMM","input_lags","MSE",5,738,1721.1681,977.396973863684,-0.432131600705542,2.33220609756098,1.32438614344672
"PMM","input_lags","MSE",6,738,2022.3448,1013.1491804014,-0.49902253047977,2.74030460704607,1.37283086775257
"PMM","input_lags","MSE",7,739,2374.0487,1340.72922516886,-0.435256224874889,3.2125151556157,1.81424793662904
"PMM","input_lags","MSE",8,738,2744.8692,1792.13591786145,-0.347096059126806,3.71933495934959,2.42836845238679
"PMM","input_lags","MSE",9,738,3416.2939,2697.00211167098,-0.210547397086949,4.62912452574526,3.65447440605824
"PMM","input_lags","MSE",10,739,6019.757,4282.50343799007,-0.28859197505978,8.14581461434371,5.79499788631944
"LSE","input_lags","MSE",1,738,825.00242,654.269295004508,-0.206948635369448,1.11788945799458,0.88654376016871
"LSE","input_lags","MSE",2,738,1155.7488,717.319246413531,-0.379346752154507,1.56605528455285,0.97197729866332
"LSE","input_lags","MSE",3,738,1331.9249,791.67219089719,-0.405617996257002,1.80477628726287,1.07272654593115
"LSE","input_lags","MSE",4,739,1493.2063,900.362171975583,-0.397027609664127,2.02057686062246,1.21835205950688
"LSE","input_lags","MSE",5,738,1721.1681,950.467036639776,-0.447777915103251,2.33220609756098,1.28789571360403
"LSE","input_lags","MSE",6,738,2022.3448,1143.42555139688,-0.434604053968998,2.74030460704607,1.54935711571393
"LSE","input_lags","MSE",7,739,2374.0487,1340.06590933825,-0.435535627664987,3.2125151556157,1.81335035093133
"LSE","input_lags","MSE",8,738,2744.8692,1807.88413098353,-0.341358731780906,3.71933495934959,2.44970749455763
"LSE","input_lags","MSE",9,738,3416.2939,2856.04105444853,-0.163994334782341,4.62912452574526,3.86997432852104
"LSE","input_lags","MSE",10,739,6019.757,4693.80533996452,-0.220266641998253,8.14581461434371,6.35156338290192
"Huber","input_lags","MSE",1,738,825.00242,839.91464766495,0.018075374451568,1.11788945799458,1.13809572854329
"Huber","input_lags","MSE",2,738,1155.7488,903.629729126343,-0.218143484876348,1.56605528455285,1.22443052727147
"Huber","input_lags","MSE",3,738,1331.9249,974.861317360936,-0.26808086750166,1.80477628726287,1.32095029452701
"Huber","input_lags","MSE",4,739,1493.2063,1068.74873022738,-0.284259160822332,2.02057686062246,1.4462093778449
"Huber","input_lags","MSE",5,738,1721.1681,1125.14060036711,-0.346292439206193,2.33220609756098,1.52458075930503
"Huber","input_lags","MSE",6,738,2022.3448,1210.96143954436,-0.401209210445042,2.74030460704607,1.64086915927421
"Huber","input_lags","MSE",7,739,2374.0487,1507.44711201483,-0.365031091394699,3.2125151556157,2.03984724223928
"Huber","input_lags","MSE",8,738,2744.8692,1962.31962940149,-0.285095395656197,3.71933495934959,2.6589696875359
"Huber","input_lags","MSE",9,738,3416.2939,2924.83464756403,-0.143857427616508,4.62912452574526,3.96319057935505
"Huber","input_lags","MSE",10,739,6019.757,4685.12903768844,-0.221707946402415,8.14581461434371,6.33982278442279
"L1","input_lags","MSE",1,738,825.00242,848.602800888577,0.0286064383769653,1.11788945799458,1.14986829388696
"L1","input_lags","MSE",2,738,1155.7488,909.335116905203,-0.213206955607306,1.56605528455285,1.2321614050206
"L1","input_lags","MSE",3,738,1331.9249,971.961838871773,-0.270257775891287,1.80477628726287,1.31702146188587
"L1","input_lags","MSE",4,739,1493.2063,1051.61939966429,-0.295730670528047,2.02057686062246,1.42303031077712
"L1","input_lags","MSE",5,738,1721.1681,1084.21079782983,-0.370072686200827,2.33220609756098,1.46912032226264
"L1","input_lags","MSE",6,738,2022.3448,1149.90897244438,-0.431398160964253,2.74030460704607,1.55814223908452
"L1","input_lags","MSE",7,739,2374.0487,1419.82931670274,-0.401937577479881,3.2125151556157,1.92128459635012
"L1","input_lags","MSE",8,738,2744.8692,1839.94338281782,-0.329679030673731,3.71933495934959,2.4931482152003
"L1","input_lags","MSE",9,738,3416.2939,2765.44011966855,-0.190514574970101,4.62912452574526,3.74720883423923
"L1","input_lags","MSE",10,739,6019.757,4499.80540006241,-0.252493846502042,8.14581461434371,6.08904654947551
"PMM","input_lags","ReserveTW4",1,738,825.00242,950.102874957974,0.151636470300262,1.11788945799458,1.28740226959075
"PMM","input_lags","ReserveTW4",2,738,1155.7488,1007.84873339594,-0.127969041892204,1.56605528455285,1.3656486902384
"PMM","input_lags","ReserveTW4",3,738,1331.9249,1104.93169778258,-0.170424925772781,1.80477628726287,1.49719742246962
"PMM","input_lags","ReserveTW4",4,739,1493.2063,1232.26828583382,-0.174750142807578,2.02057686062246,1.667480765675
"PMM","input_lags","ReserveTW4",5,738,1721.1681,1345.61648959266,-0.218195776698009,2.33220609756098,1.82332857668383
"PMM","input_lags","ReserveTW4",6,738,2022.3448,1470.94975646448,-0.272651351804857,2.74030460704607,1.99315685157788
"PMM","input_lags","ReserveTW4",7,739,2374.0487,1825.56060645023,-0.231034895598294,3.2125151556157,2.47031205203009
"PMM","input_lags","ReserveTW4",8,738,2744.8692,2311.66346250972,-0.157823818158725,3.71933495934959,3.13233531505382
"PMM","input_lags","ReserveTW4",9,738,3416.2939,3282.79108243472,-0.0390782589183225,4.62912452574526,4.44822639896303
"PMM","input_lags","ReserveTW4",10,739,6019.757,5078.48154395624,-0.156364360894262,8.14581461434371,6.87209951820873
"LSE","input_lags","ReserveTW4",1,738,825.00242,615.316754369036,-0.254163697642201,1.11788945799458,0.833762539795441
"LSE","input_lags","ReserveTW4",2,738,1155.7488,700.296111633081,-0.394075847941109,1.56605528455285,0.948910720370028
"LSE","input_lags","ReserveTW4",3,738,1331.9249,825.483410361053,-0.380232766606395,1.80477628726287,1.11854120645129
"LSE","input_lags","ReserveTW4",4,739,1493.2063,952.189398508552,-0.362318925048365,2.02057686062246,1.28848362450413
"LSE","input_lags","ReserveTW4",5,738,1721.1681,991.275831023545,-0.42406797393959,2.33220609756098,1.34319218295873
"LSE","input_lags","ReserveTW4",6,738,2022.3448,1066.76845840213,-0.472509110018166,2.74030460704607,1.44548571599205
"LSE","input_lags","ReserveTW4",7,739,2374.0487,1528.11121481754,-0.3563269301015,3.2125151556157,2.06780949231061
"LSE","input_lags","ReserveTW4",8,738,2744.8692,2038.51673306929,-0.257335565181289,3.71933495934959,2.76221779548684
"LSE","input_lags","ReserveTW4",9,738,3416.2939,2954.49945460351,-0.135174097695896,4.62912452574526,4.0033867948557
"LSE","input_lags","ReserveTW4",10,739,6019.757,4834.91922759723,-0.196824850638119,8.14581461434371,6.54251586954971
"Huber","input_lags","ReserveTW4",1,738,825.00242,827.228456508821,0.00269821815652538,1.11788945799458,1.12090576762713
"Huber","input_lags","ReserveTW4",2,738,1155.7488,883.767426524422,-0.235329142003502,1.56605528455285,1.19751683810897
"Huber","input_lags","ReserveTW4",3,738,1331.9249,930.124232406083,-0.301669161372323,1.80477628726287,1.26033093821962
"Huber","input_lags","ReserveTW4",4,739,1493.2063,1001.39660108566,-0.329364870021201,2.02057686062246,1.3550698255557
"Huber","input_lags","ReserveTW4",5,738,1721.1681,1040.29341604299,-0.395588719054815,2.33220609756098,1.409611674855
"Huber","input_lags","ReserveTW4",6,738,2022.3448,1122.13965790941,-0.44512940725567,2.74030460704607,1.52051444161167
"Huber","input_lags","ReserveTW4",7,739,2374.0487,1398.19631665909,-0.411049858977582,3.2125151556157,1.89201125393652
"Huber","input_lags","ReserveTW4",8,738,2744.8692,1873.54603948159,-0.31743704236195,3.71933495934959,2.53868027030026
"Huber","input_lags","ReserveTW4",9,738,3416.2939,2970.94461896339,-0.130360353667643,4.62912452574526,4.02567021539755
"Huber","input_lags","ReserveTW4",10,739,6019.757,5219.50569263282,-0.132937476939215,8.14581461434371,7.06293057189826
"L1","input_lags","ReserveTW4",1,738,825.00242,851.894027891382,0.0325957927388656,1.11788945799458,1.15432795107233
"L1","input_lags","ReserveTW4",2,738,1155.7488,910.005039969875,-0.21262731142799,1.56605528455285,1.23306915985078
"L1","input_lags","ReserveTW4",3,738,1331.9249,956.658444003082,-0.281747458882191,1.80477628726287,1.29628515447572
"L1","input_lags","ReserveTW4",4,739,1493.2063,1029.29318219376,-0.310682534493888,2.02057686062246,1.39281892042457
"L1","input_lags","ReserveTW4",5,738,1721.1681,1072.55122880421,-0.376846904840838,2.33220609756098,1.45332144824419
"L1","input_lags","ReserveTW4",6,738,2022.3448,1161.52736239915,-0.425653151530267,2.74030460704607,1.573885314904
"L1","input_lags","ReserveTW4",7,739,2374.0487,1455.56273438533,-0.386885899019119,3.2125151556157,1.96963834152277
"L1","input_lags","ReserveTW4",8,738,2744.8692,1942.06847734798,-0.292473216083309,3.71933495934959,2.63152910209754
"L1","input_lags","ReserveTW4",9,738,3416.2939,3033.35300117757,-0.112092492634323,4.62912452574526,4.1102344189398
"L1","input_lags","ReserveTW4",10,739,6019.757,5109.15085125005,-0.151269585923476,8.14581461434371,6.91360061062254
"PMM","full_arx","MSE",1,738,825.00242,940.135960267082,0.139555397021844,1.11788945799458,1.27389696513155
"PMM","full_arx","MSE",2,738,1155.7488,1038.17705836412,-0.101727764403369,1.56605528455285,1.4067439815232
"PMM","full_arx","MSE",3,738,1331.9249,1126.10094159732,-0.154531203976046,1.80477628726287,1.52588203468472
"PMM","full_arx","MSE",4,738,1491.0544,1266.90918486222,-0.15032665148755,2.02039891598916,1.71667911227943
"PMM","full_arx","MSE",5,739,1723.32,1460.11477551967,-0.152731486015557,2.33196211096076,1.97579807242175
"PMM","full_arx","MSE",6,738,2022.3448,1947.23651702775,-0.0371392074053108,2.74030460704607,2.63853186589126
"PMM","full_arx","MSE",7,738,2370.5798,2033.60119597423,-0.142150289151103,3.21216775067751,2.75555717611685
"PMM","full_arx","MSE",8,738,2744.2957,2593.39234310487,-0.0549880090892305,3.71855785907859,3.51408176572475
"PMM","full_arx","MSE",9,738,3414.9723,4030.23780232811,0.180167055038225,4.6273337398374,5.46102683242292
"PMM","full_arx","MSE",10,739,6018.6526,6422.05042901042,0.0670246076356724,8.1443201623816,8.69019002572452
"LSE","full_arx","MSE",1,738,825.00242,654.057260604432,-0.207205646009581,1.11788945799458,0.886256450683512
"LSE","full_arx","MSE",2,738,1155.7488,717.177701898395,-0.379469222119551,1.56605528455285,0.971785503927364
"LSE","full_arx","MSE",3,738,1331.9249,791.561432174881,-0.405701153139428,1.80477628726287,1.07257646636163
"LSE","full_arx","MSE",4,738,1491.0544,899.301326054999,-0.396868869402082,2.02039891598916,1.21856548245935
"LSE","full_arx","MSE",5,739,1723.32,951.482953063669,-0.447877960527546,2.33196211096076,1.28752767667614
"LSE","full_arx","MSE",6,738,2022.3448,1143.50407734058,-0.43456522481202,2.74030460704607,1.54946351943168
"LSE","full_arx","MSE",7,738,2370.5798,1338.98538056709,-0.435165447471082,3.21216775067751,1.81434333410175
"LSE","full_arx","MSE",8,738,2744.2957,1809.14399852148,-0.340762003700448,3.71855785907859,2.45141463214293
"LSE","full_arx","MSE",9,738,3414.9723,2855.43002069152,-0.163849727070549,4.6273337398374,3.8691463695007
"LSE","full_arx","MSE",10,739,6018.6526,4706.43770916261,-0.218024693905309,8.1443201623816,6.36865725191151
"Huber","full_arx","MSE",1,738,825.00242,933.20556613761,0.13115494393048,1.11788945799458,1.26450618717833
"Huber","full_arx","MSE",2,738,1155.7488,1039.00196334858,-0.101014023680079,1.56605528455285,1.40786173895471
"Huber","full_arx","MSE",3,738,1331.9249,1130.03004201967,-0.151581262562423,1.80477628726287,1.53120601899684
"Huber","full_arx","MSE",4,738,1491.0544,1261.90154733106,-0.153685105432064,2.02039891598916,1.70989369557053
"Huber","full_arx","MSE",5,739,1723.32,1436.61062296647,-0.166370364780501,2.33196211096076,1.94399272390591
"Huber","full_arx","MSE",6,738,2022.3448,1655.77440768697,-0.181260085972001,2.74030460704607,2.24359675838343
"Huber","full_arx","MSE",7,738,2370.5798,1982.70923944618,-0.163618436533467,3.21216775067751,2.68659788542843
"Huber","full_arx","MSE",8,738,2744.2957,2450.82577885309,-0.10693815580694,3.71855785907859,3.32090213936733
"Huber","full_arx","MSE",9,738,3414.9723,3389.10548124028,-0.00757453252540841,4.6273337398374,4.59228384991908
"Huber","full_arx","MSE",10,739,6018.6526,5591.92698572635,-0.0709005225311815,8.1443201623816,7.56688360720751
"L1","full_arx","MSE",1,738,825.00242,956.119850632425,0.158929752754453,1.11788945799458,1.29555535316047
"L1","full_arx","MSE",2,738,1155.7488,1081.95940000595,-0.0638455345954484,1.56605528455285,1.46606964770454
"L1","full_arx","MSE",3,738,1331.9249,1186.10452715874,-0.109480927071235,1.80477628726287,1.60718770617715
"L1","full_arx","MSE",4,738,1491.0544,1328.92288284395,-0.108736151515366,2.02039891598916,1.80070851333868
"L1","full_arx","MSE",5,739,1723.32,1519.37727293974,-0.118342923577899,2.33196211096076,2.05599089707678
"L1","full_arx","MSE",6,738,2022.3448,1750.37708570107,-0.134481377408506,2.74030460704607,2.37178466897164
"L1","full_arx","MSE",7,738,2370.5798,2063.73730512324,-0.129437741297196,3.21216775067751,2.79639201236211
"L1","full_arx","MSE",8,738,2744.2957,2496.2162613062,-0.0903982171796566,3.71855785907859,3.38240685813849
"L1","full_arx","MSE",9,738,3414.9723,3317.182598708,-0.0286355767196117,4.6273337398374,4.49482736952304
"L1","full_arx","MSE",10,739,6018.6526,5155.25072787435,-0.14345434593212,8.1443201623816,6.97598204042537
"PMM","full_arx","ReserveTW4",1,738,825.00242,1007.38784736089,0.221072596806314,1.11788945799458,1.36502418341584
"PMM","full_arx","ReserveTW4",2,738,1155.7488,1116.37943248036,-0.0340639484286172,1.56605528455285,1.51270925810347
"PMM","full_arx","ReserveTW4",3,738,1331.9249,1206.47426650361,-0.0941874676991057,1.80477628726287,1.63478897900218
"PMM","full_arx","ReserveTW4",4,738,1491.0544,1336.22340921883,-0.103839934197683,2.02039891598916,1.81060082549977
"PMM","full_arx","ReserveTW4",5,739,1723.32,1518.77426306541,-0.118692835303128,2.33196211096076,2.05517491619136
"PMM","full_arx","ReserveTW4",6,738,2022.3448,1739.44723828868,-0.139885919409646,2.74030460704607,2.35697457762694
"PMM","full_arx","ReserveTW4",7,738,2370.5798,2070.38144038835,-0.126634994363676,3.21216775067751,2.80539490567528
"PMM","full_arx","ReserveTW4",8,738,2744.2957,2568.27921226358,-0.0641390385651303,3.71855785907859,3.48005313314848
"PMM","full_arx","ReserveTW4",9,738,3414.9723,3636.87818785834,0.0649802892569105,4.6273337398374,4.9280192247403
"PMM","full_arx","ReserveTW4",10,739,6018.6526,5732.04634502192,-0.0476196707180081,8.1443201623816,7.75649031802696
"LSE","full_arx","ReserveTW4",1,738,825.00242,792.581829548434,-0.0392975701229649,1.11788945799458,1.07395911862931
"LSE","full_arx","ReserveTW4",2,738,1155.7488,899.957535718335,-0.221320813209293,1.56605528455285,1.2194546554449
"LSE","full_arx","ReserveTW4",3,738,1331.9249,992.296071996269,-0.25499097434377,1.80477628726287,1.34457462330118
"LSE","full_arx","ReserveTW4",4,738,1491.0544,1130.58916174283,-0.24175190271875,2.02039891598916,1.53196363379788
"LSE","full_arx","ReserveTW4",5,739,1723.32,1303.35106778425,-0.243697590822221,2.33196211096076,1.76366856263092
"LSE","full_arx","ReserveTW4",6,738,2022.3448,1515.90308002359,-0.250423033686642,2.74030460704607,2.05406921412411
"LSE","full_arx","ReserveTW4",7,738,2370.5798,1860.44044872444,-0.215196025578027,3.21216775067751,2.5209220172418
"LSE","full_arx","ReserveTW4",8,738,2744.2957,2425.15095813486,-0.116293860703546,3.71855785907859,3.28611240939683
"LSE","full_arx","ReserveTW4",9,738,3414.9723,3687.23065634008,0.079724909142038,4.6273337398374,4.99624750181582
"LSE","full_arx","ReserveTW4",10,739,6018.6526,5986.12949515063,-0.00540371857471367,8.1443201623816,8.10031054824172
"Huber","full_arx","ReserveTW4",1,738,825.00242,952.574808407326,0.154632744480103,1.11788945799458,1.29075177290966
"Huber","full_arx","ReserveTW4",2,738,1155.7488,1066.99853762431,-0.076790269975349,1.56605528455285,1.44579747645571
"Huber","full_arx","ReserveTW4",3,738,1331.9249,1161.72797612504,-0.127782672938211,1.80477628726287,1.57415714922092
"Huber","full_arx","ReserveTW4",4,738,1491.0544,1300.87648056847,-0.127545929532505,2.02039891598916,1.76270525822286
"Huber","full_arx","ReserveTW4",5,739,1723.32,1494.24265623211,-0.132927920390811,2.33196211096076,2.02197923712058
"Huber","full_arx","ReserveTW4",6,738,2022.3448,1730.62759165012,-0.144247018782298,2.74030460704607,2.34502383692428
"Huber","full_arx","ReserveTW4",7,738,2370.5798,2049.09314587216,-0.135615200183447,3.21216775067751,2.77654897814656
"Huber","full_arx","ReserveTW4",8,738,2744.2957,2505.77033182336,-0.0869167882224344,3.71855785907859,3.39535275314819
"Huber","full_arx","ReserveTW4",9,738,3414.9723,3383.52499252582,-0.00920865667759008,4.6273337398374,4.58472221209461
"Huber","full_arx","ReserveTW4",10,739,6018.6526,5573.53904370668,-0.0739556817572963,8.1443201623816,7.54200141232297
"L1","full_arx","ReserveTW4",1,738,825.00242,966.499678868924,0.17151132583214,1.11788945799458,1.309620161069
"L1","full_arx","ReserveTW4",2,738,1155.7488,1095.35266423481,-0.0522571477168697,1.56605528455285,1.48421770221518
"L1","full_arx","ReserveTW4",3,738,1331.9249,1199.08133708034,-0.099738027962132,1.80477628726287,1.62477145945845
"L1","full_arx","ReserveTW4",4,738,1491.0544,1343.71475675225,-0.0988157395516573,2.02039891598916,1.82075170291632
"L1","full_arx","ReserveTW4",5,739,1723.32,1540.15826887682,-0.10628422528792,2.33196211096076,2.08411132459651
"L1","full_arx","ReserveTW4",6,738,2022.3448,1778.30554213381,-0.120671439344167,2.74030460704607,2.40962810587237
"L1","full_arx","ReserveTW4",7,738,2370.5798,2086.80164511907,-0.119708332485128,3.21216775067751,2.8276445055814
"L1","full_arx","ReserveTW4",8,738,2744.2957,2516.35784184701,-0.0830587819501346,3.71855785907859,3.40969897269242
"L1","full_arx","ReserveTW4",9,738,3414.9723,3323.6679590438,-0.0267364806901059,4.6273337398374,4.50361512065557
"L1","full_arx","ReserveTW4",10,739,6018.6526,5336.65971040275,-0.113313217246872,8.1443201623816,7.22146104249358
