"seed","tail_weight","tail_prob","method","nrmse_test"
75001,2,0.85,"PMM",0.760996985654026
75001,2,0.85,"LSE",1.23701711073762
75001,2,0.85,"Huber",1.12331230102466
75002,2,0.85,"PMM",0.715604276904247
75002,2,0.85,"LSE",0.708889555476002
75002,2,0.85,"Huber",0.745992302814653
75003,2,0.85,"PMM",0.774332640143931
75003,2,0.85,"LSE",0.876091392254254
75003,2,0.85,"Huber",1.05689145451337
75004,2,0.85,"PMM",1.63960647165418
75004,2,0.85,"LSE",2.23949628850832
75004,2,0.85,"Huber",2.6667739201807
75005,2,0.85,"PMM",0.733957253214578
75005,2,0.85,"LSE",0.78454042151483
75005,2,0.85,"Huber",0.778131998901909
75006,2,0.85,"PMM",1.00634345247311
75006,2,0.85,"LSE",0.817824242687456
75006,2,0.85,"Huber",0.816148571110458
75007,2,0.85,"PMM",1.99124822613106
75007,2,0.85,"LSE",0.789727488731413
75007,2,0.85,"Huber",0.870843987650363
75008,2,0.85,"PMM",0.745084227194496
75008,2,0.85,"LSE",1.10286445259496
75008,2,0.85,"Huber",0.792794788068123
75009,2,0.85,"PMM",0.8046947978997
75009,2,0.85,"LSE",15.6866467330111
75009,2,0.85,"Huber",1.01539855666266
75010,2,0.85,"PMM",0.802045254346357
75010,2,0.85,"LSE",0.99714360470969
75010,2,0.85,"Huber",1.70960552199743
75011,2,0.85,"PMM",0.800283044378012
75011,2,0.85,"LSE",1.03413641853686
75011,2,0.85,"Huber",0.979411543849628
75012,2,0.85,"PMM",8.52952091660686
75012,2,0.85,"LSE",7.18496193765808
75012,2,0.85,"Huber",0.846105576657899
75013,2,0.85,"PMM",0.916161919141581
75013,2,0.85,"LSE",2.25656694517234
75013,2,0.85,"Huber",0.829490335608373
75014,2,0.85,"PMM",0.723068769832987
75014,2,0.85,"LSE",0.753096773415448
75014,2,0.85,"Huber",0.973369812513256
75015,2,0.85,"PMM",0.863051467336583
75015,2,0.85,"LSE",0.960569874377038
75015,2,0.85,"Huber",0.970214703833073
75001,2,0.9,"PMM",0.760996985654026
75001,2,0.9,"LSE",1.23701711073762
75001,2,0.9,"Huber",1.12331230102466
75002,2,0.9,"PMM",0.715604276904247
75002,2,0.9,"LSE",0.810392845927305
75002,2,0.9,"Huber",0.745992302814653
75003,2,0.9,"PMM",1.33882049429821
75003,2,0.9,"LSE",0.876091392254254
75003,2,0.9,"Huber",1.05689145451312
75004,2,0.9,"PMM",1.63960647165418
75004,2,0.9,"LSE",2.23949628850832
75004,2,0.9,"Huber",2.6667739201807
75005,2,0.9,"PMM",0.774077575930902
75005,2,0.9,"LSE",0.78454042151483
75005,2,0.9,"Huber",0.778131998901909
75006,2,0.9,"PMM",1.00634345247311
75006,2,0.9,"LSE",0.817824242687456
75006,2,0.9,"Huber",0.816148571110458
75007,2,0.9,"PMM",1.99124822613112
75007,2,0.9,"LSE",0.789727488731413
75007,2,0.9,"Huber",0.870843987649731
75008,2,0.9,"PMM",0.74517859225961
75008,2,0.9,"LSE",1.10286445259496
75008,2,0.9,"Huber",0.792794788068123
75009,2,0.9,"PMM",0.8046947978997
75009,2,0.9,"LSE",15.6866467330111
75009,2,0.9,"Huber",1.01539855666266
75010,2,0.9,"PMM",0.802045254346357
75010,2,0.9,"LSE",0.760879153343072
75010,2,0.9,"Huber",1.70960552746707
75011,2,0.9,"PMM",0.800283044378012
75011,2,0.9,"LSE",1.03413641853686
75011,2,0.9,"Huber",0.979411543849628
75012,2,0.9,"PMM",8.52952091660686
75012,2,0.9,"LSE",7.18496193765808
75012,2,0.9,"Huber",0.846105576995564
75013,2,0.9,"PMM",0.916161919141535
75013,2,0.9,"LSE",2.25656694517226
75013,2,0.9,"Huber",1.39921364256898
75014,2,0.9,"PMM",0.723068769832987
75014,2,0.9,"LSE",0.753096773415448
75014,2,0.9,"Huber",0.973369812513256
75015,2,0.9,"PMM",0.863051467336583
75015,2,0.9,"LSE",0.960569874377038
75015,2,0.9,"Huber",0.893113725938304
75001,2,0.95,"PMM",0.773708851865316
75001,2,0.95,"LSE",1.23701711073762
75001,2,0.95,"Huber",1.12331230102466
75002,2,0.95,"PMM",0.715604276904247
75002,2,0.95,"LSE",1.57376884089482
75002,2,0.95,"Huber",1.44731808835318
75003,2,0.95,"PMM",0.726646804686039
75003,2,0.95,"LSE",0.876091392254254
75003,2,0.95,"Huber",0.860794475155607
75004,2,0.95,"PMM",1.63960647165418
75004,2,0.95,"LSE",2.23949628850832
75004,2,0.95,"Huber",1.62650449084387
75005,2,0.95,"PMM",0.774077575930902
75005,2,0.95,"LSE",0.78454042151483
75005,2,0.95,"Huber",0.778131998901909
75006,2,0.95,"PMM",1.00634345247314
75006,2,0.95,"LSE",0.817824242687456
75006,2,0.95,"Huber",0.816148571110458
75007,2,0.95,"PMM",1.99124822613106
75007,2,0.95,"LSE",0.779971004755521
75007,2,0.95,"Huber",8.67187722643355
75008,2,0.95,"PMM",0.818533138364085
75008,2,0.95,"LSE",1.00172360305493
75008,2,0.95,"Huber",0.873674590060053
75009,2,0.95,"PMM",0.8046947978997
75009,2,0.95,"LSE",15.6866467330111
75009,2,0.95,"Huber",16.6575379079605
75010,2,0.95,"PMM",0.802045254346357
75010,2,0.95,"LSE",1.50089565184316
75010,2,0.95,"Huber",0.847389150607993
75011,2,0.95,"PMM",11.3189441997367
75011,2,0.95,"LSE",1.03413641853686
75011,2,0.95,"Huber",13.5809841511238
75012,2,0.95,"PMM",0.743689760637575
75012,2,0.95,"LSE",7.18496193765808
75012,2,0.95,"Huber",0.846105576995564
75013,2,0.95,"PMM",0.916161919141535
75013,2,0.95,"LSE",2.25656694517226
75013,2,0.95,"Huber",1.39921364256898
75014,2,0.95,"PMM",0.765920218634009
75014,2,0.95,"LSE",0.753096773415448
75014,2,0.95,"Huber",0.844678673277512
75015,2,0.95,"PMM",0.768521560821618
75015,2,0.95,"LSE",0.960569874377038
75015,2,0.95,"Huber",0.893113725938304
75001,4,0.85,"PMM",0.760996985654026
75001,4,0.85,"LSE",1.23701711073762
75001,4,0.85,"Huber",1.12331230102466
75002,4,0.85,"PMM",0.715604276904247
75002,4,0.85,"LSE",0.708889555476002
75002,4,0.85,"Huber",0.745992302814653
75003,4,0.85,"PMM",1.43339671394093
75003,4,0.85,"LSE",0.876091392254254
75003,4,0.85,"Huber",1.05689145451337
75004,4,0.85,"PMM",1.63960647165418
75004,4,0.85,"LSE",2.23949628850832
75004,4,0.85,"Huber",2.66677392018139
75005,4,0.85,"PMM",0.733957253214578
75005,4,0.85,"LSE",0.78454042151483
75005,4,0.85,"Huber",0.778131998901909
75006,4,0.85,"PMM",1.00634345247314
75006,4,0.85,"LSE",0.817824242687456
75006,4,0.85,"Huber",0.816148571110458
75007,4,0.85,"PMM",1.99124822613106
75007,4,0.85,"LSE",0.789727488731413
75007,4,0.85,"Huber",8.67187722643355
75008,4,0.85,"PMM",0.745084227194496
75008,4,0.85,"LSE",1.10286445259496
75008,4,0.85,"Huber",0.792794788068123
75009,4,0.85,"PMM",0.8046947978997
75009,4,0.85,"LSE",15.6866467330111
75009,4,0.85,"Huber",1.01539855666266
75010,4,0.85,"PMM",0.7731508926682
75010,4,0.85,"LSE",0.99714360470969
75010,4,0.85,"Huber",1.70960552746707
75011,4,0.85,"PMM",0.800283044378012
75011,4,0.85,"LSE",1.03413641853686
75011,4,0.85,"Huber",0.979411543849628
75012,4,0.85,"PMM",8.5295209166043
75012,4,0.85,"LSE",7.18496193765808
75012,4,0.85,"Huber",0.846105576995564
75013,4,0.85,"PMM",0.916161919141581
75013,4,0.85,"LSE",1.03706439886514
75013,4,0.85,"Huber",0.829490335608373
75014,4,0.85,"PMM",0.723068769832987
75014,4,0.85,"LSE",0.753096773415448
75014,4,0.85,"Huber",0.973369812513256
75015,4,0.85,"PMM",0.863051467336583
75015,4,0.85,"LSE",0.960569874377038
75015,4,0.85,"Huber",0.970214703833073
75001,4,0.9,"PMM",0.760996985654026
75001,4,0.9,"LSE",1.23701711073762
75001,4,0.9,"Huber",1.12331230102466
75002,4,0.9,"PMM",0.715604276904247
75002,4,0.9,"LSE",0.821135378498626
75002,4,0.9,"Huber",0.745992302814653
75003,4,0.9,"PMM",1.33882049429821
75003,4,0.9,"LSE",0.876091392254254
75003,4,0.9,"Huber",1.22203996189123
75004,4,0.9,"PMM",1.63960647165418
75004,4,0.9,"LSE",1.07280127332242
75004,4,0.9,"Huber",2.66677392018139
75005,4,0.9,"PMM",0.774077575930902
75005,4,0.9,"LSE",0.78454042151483
75005,4,0.9,"Huber",0.778131998901909
75006,4,0.9,"PMM",1.00634345247314
75006,4,0.9,"LSE",0.817824242687456
75006,4,0.9,"Huber",1.30761279449179
75007,4,0.9,"PMM",1.99124822613106
75007,4,0.9,"LSE",0.789727488731413
75007,4,0.9,"Huber",8.67187722643355
75008,4,0.9,"PMM",0.74517859225961
75008,4,0.9,"LSE",1.10286445259496
75008,4,0.9,"Huber",0.792794788068123
75009,4,0.9,"PMM",0.8046947978997
75009,4,0.9,"LSE",15.6866467330111
75009,4,0.9,"Huber",1.01539855666266
75010,4,0.9,"PMM",0.7731508926682
75010,4,0.9,"LSE",0.760879153343072
75010,4,0.9,"Huber",1.70960552746707
75011,4,0.9,"PMM",11.3189441997367
75011,4,0.9,"LSE",1.03413641853686
75011,4,0.9,"Huber",13.5809841511238
75012,4,0.9,"PMM",8.52952091660686
75012,4,0.9,"LSE",7.18496193765808
75012,4,0.9,"Huber",0.846105576995564
75013,4,0.9,"PMM",0.916161919141535
75013,4,0.9,"LSE",2.25656694517234
75013,4,0.9,"Huber",1.39921364256898
75014,4,0.9,"PMM",0.723068769832987
75014,4,0.9,"LSE",1.2530848194311
75014,4,0.9,"Huber",0.973369812513055
75015,4,0.9,"PMM",0.863051467336583
75015,4,0.9,"LSE",0.960569874377038
75015,4,0.9,"Huber",0.893113725938304
75001,4,0.95,"PMM",0.773708851865316
75001,4,0.95,"LSE",0.873117778458288
75001,4,0.95,"Huber",1.12331230102466
75002,4,0.95,"PMM",0.715604276904247
75002,4,0.95,"LSE",1.57376884089482
75002,4,0.95,"Huber",1.44731808835318
75003,4,0.95,"PMM",0.726646804686039
75003,4,0.95,"LSE",0.876091392254254
75003,4,0.95,"Huber",0.796071345430189
75004,4,0.95,"PMM",1.63960647165418
75004,4,0.95,"LSE",2.23949628850832
75004,4,0.95,"Huber",1.62650449084326
75005,4,0.95,"PMM",0.774077575930902
75005,4,0.95,"LSE",0.78454042151483
75005,4,0.95,"Huber",0.778131998901909
75006,4,0.95,"PMM",1.00634345247314
75006,4,0.95,"LSE",0.817824242687456
75006,4,0.95,"Huber",1.30761279449179
75007,4,0.95,"PMM",1.99124822613106
75007,4,0.95,"LSE",0.779971004755521
75007,4,0.95,"Huber",8.67187722643355
75008,4,0.95,"PMM",0.818533138364085
75008,4,0.95,"LSE",1.00172360305493
75008,4,0.95,"Huber",0.873674590060053
75009,4,0.95,"PMM",0.8046947978997
75009,4,0.95,"LSE",15.6866467330111
75009,4,0.95,"Huber",16.6575379079605
75010,4,0.95,"PMM",0.802045254346357
75010,4,0.95,"LSE",1.50089565184316
75010,4,0.95,"Huber",0.847389150607993
75011,4,0.95,"PMM",11.3189441997367
75011,4,0.95,"LSE",16.1053738889358
75011,4,0.95,"Huber",13.5809841511238
75012,4,0.95,"PMM",0.743689760637575
75012,4,0.95,"LSE",0.890465472846589
75012,4,0.95,"Huber",0.726631986409862
75013,4,0.95,"PMM",0.916161919141535
75013,4,0.95,"LSE",2.25656694517226
75013,4,0.95,"Huber",1.39921364256898
75014,4,0.95,"PMM",0.765920218634009
75014,4,0.95,"LSE",0.753096773415448
75014,4,0.95,"Huber",0.844678673277512
75015,4,0.95,"PMM",0.768521560821618
75015,4,0.95,"LSE",1.1691548373527
75015,4,0.95,"Huber",0.893113725938304
75001,8,0.85,"PMM",0.760996985654026
75001,8,0.85,"LSE",1.23701711073762
75001,8,0.85,"Huber",1.12331230102466
75002,8,0.85,"PMM",0.715604276904247
75002,8,0.85,"LSE",0.810392845927305
75002,8,0.85,"Huber",0.745992302814653
75003,8,0.85,"PMM",1.43339671394093
75003,8,0.85,"LSE",0.876091392254254
75003,8,0.85,"Huber",1.05689145451337
75004,8,0.85,"PMM",1.6396064716542
75004,8,0.85,"LSE",2.23949628850832
75004,8,0.85,"Huber",2.66677392018139
75005,8,0.85,"PMM",0.733957253214578
75005,8,0.85,"LSE",0.78454042151483
75005,8,0.85,"Huber",0.778131998901909
75006,8,0.85,"PMM",1.00634345247314
75006,8,0.85,"LSE",0.817824242687456
75006,8,0.85,"Huber",1.30761279449179
75007,8,0.85,"PMM",1.99124822613106
75007,8,0.85,"LSE",0.789727488731413
75007,8,0.85,"Huber",8.67187722643355
75008,8,0.85,"PMM",0.745084227194496
75008,8,0.85,"LSE",1.10286445259496
75008,8,0.85,"Huber",0.792794788068123
75009,8,0.85,"PMM",0.8046947978997
75009,8,0.85,"LSE",15.6866467330111
75009,8,0.85,"Huber",1.01539855666266
75010,8,0.85,"PMM",0.7731508926682
75010,8,0.85,"LSE",0.99714360470969
75010,8,0.85,"Huber",1.70960552746707
75011,8,0.85,"PMM",0.800283044378012
75011,8,0.85,"LSE",1.03413641853686
75011,8,0.85,"Huber",0.979411543849628
75012,8,0.85,"PMM",8.5295209166043
75012,8,0.85,"LSE",7.18496193765808
75012,8,0.85,"Huber",0.846105576995564
75013,8,0.85,"PMM",0.916161919141581
75013,8,0.85,"LSE",1.03706439886514
75013,8,0.85,"Huber",0.829490335608373
75014,8,0.85,"PMM",0.723068769832987
75014,8,0.85,"LSE",0.753096773415448
75014,8,0.85,"Huber",0.973369812513256
75015,8,0.85,"PMM",0.863051467336583
75015,8,0.85,"LSE",0.960569874377038
75015,8,0.85,"Huber",0.970214703833073
75001,8,0.9,"PMM",0.760996985654026
75001,8,0.9,"LSE",1.23701711073762
75001,8,0.9,"Huber",1.12331230102466
75002,8,0.9,"PMM",0.715604276904247
75002,8,0.9,"LSE",0.821135378498626
75002,8,0.9,"Huber",0.745992302814653
75003,8,0.9,"PMM",1.33882049429821
75003,8,0.9,"LSE",0.876091392254254
75003,8,0.9,"Huber",1.22203996189123
75004,8,0.9,"PMM",0.952745391489494
75004,8,0.9,"LSE",1.07280127332242
75004,8,0.9,"Huber",2.10807056013349
75005,8,0.9,"PMM",0.774077575930902
75005,8,0.9,"LSE",0.78454042151483
75005,8,0.9,"Huber",0.778131998901909
75006,8,0.9,"PMM",1.00634345247314
75006,8,0.9,"LSE",0.817824242687459
75006,8,0.9,"Huber",1.30761279449179
75007,8,0.9,"PMM",1.99124822613106
75007,8,0.9,"LSE",0.789727488731413
75007,8,0.9,"Huber",8.67187722643355
75008,8,0.9,"PMM",0.74517859225961
75008,8,0.9,"LSE",1.10286445259496
75008,8,0.9,"Huber",0.792794788068123
75009,8,0.9,"PMM",0.8046947978997
75009,8,0.9,"LSE",15.6866467330111
75009,8,0.9,"Huber",0.72905484130481
75010,8,0.9,"PMM",0.7731508926682
75010,8,0.9,"LSE",0.760879153343072
75010,8,0.9,"Huber",1.70960552746707
75011,8,0.9,"PMM",11.3189441997367
75011,8,0.9,"LSE",16.1053738889358
75011,8,0.9,"Huber",13.5809841511238
75012,8,0.9,"PMM",8.52952091660686
75012,8,0.9,"LSE",7.18496193765808
75012,8,0.9,"Huber",0.846105576995564
75013,8,0.9,"PMM",0.916161919141535
75013,8,0.9,"LSE",2.25656694517234
75013,8,0.9,"Huber",1.39921364256898
75014,8,0.9,"PMM",1.31522142015679
75014,8,0.9,"LSE",1.30622265285315
75014,8,0.9,"Huber",1.27665976521829
75015,8,0.9,"PMM",0.863051467336583
75015,8,0.9,"LSE",0.960569874377038
75015,8,0.9,"Huber",0.893113725938304
75001,8,0.95,"PMM",0.773708851865316
75001,8,0.95,"LSE",0.873117778458288
75001,8,0.95,"Huber",1.28072715708197
75002,8,0.95,"PMM",0.715604276904247
75002,8,0.95,"LSE",1.57376884089482
75002,8,0.95,"Huber",1.44731808835318
75003,8,0.95,"PMM",0.726646804686039
75003,8,0.95,"LSE",0.737300122517926
75003,8,0.95,"Huber",0.796071345430189
75004,8,0.95,"PMM",1.63960647165418
75004,8,0.95,"LSE",2.23949628850832
75004,8,0.95,"Huber",1.62650449084326
75005,8,0.95,"PMM",0.774077575930902
75005,8,0.95,"LSE",0.78454042151483
75005,8,0.95,"Huber",0.778131998901909
75006,8,0.95,"PMM",1.26326294731174
75006,8,0.95,"LSE",0.817824242687459
75006,8,0.95,"Huber",1.30761279449179
75007,8,0.95,"PMM",1.99124822613106
75007,8,0.95,"LSE",0.779971004755521
75007,8,0.95,"Huber",8.67187722643355
75008,8,0.95,"PMM",0.818533138364085
75008,8,0.95,"LSE",1.00172360305493
75008,8,0.95,"Huber",0.873674590060053
75009,8,0.95,"PMM",0.716493860699848
75009,8,0.95,"LSE",15.6866467330111
75009,8,0.95,"Huber",16.6575379079605
75010,8,0.95,"PMM",0.802045254346357
75010,8,0.95,"LSE",1.50089565184316
75010,8,0.95,"Huber",0.847389150607993
75011,8,0.95,"PMM",11.3189441997367
75011,8,0.95,"LSE",16.1053738889358
75011,8,0.95,"Huber",13.5809841511238
75012,8,0.95,"PMM",0.743689760637575
75012,8,0.95,"LSE",0.890465472846589
75012,8,0.95,"Huber",0.726631986409862
75013,8,0.95,"PMM",0.916161919141535
75013,8,0.95,"LSE",2.25656694517232
75013,8,0.95,"Huber",1.39921364256735
75014,8,0.95,"PMM",0.765920218634009
75014,8,0.95,"LSE",0.753096773415448
75014,8,0.95,"Huber",0.844678673277512
75015,8,0.95,"PMM",0.863051467336583
75015,8,0.95,"LSE",1.1691548373527
75015,8,0.95,"Huber",0.893113725938304
